1/28/2016 6:53:02 PM,1,26,0
1/28/2016 6:53:03 PM,2,26,0
1/28/2016 6:53:04 PM,3,34,0
1/28/2016 6:53:05 PM,4,34,0
1/28/2016 6:53:06 PM,5,27,4
1/28/2016 6:53:07 PM,6,20,5
1/28/2016 6:53:08 PM,7,20,6
1/28/2016 6:53:09 PM,8,12,7
1/28/2016 6:53:10 PM,9,12,8
1/28/2016 6:53:11 PM,10,5,9
1/28/2016 6:53:12 PM,11,11,8
1/28/2016 6:53:13 PM,12,11,7
1/28/2016 6:53:14 PM,13,10,6
1/28/2016 6:53:15 PM,14,9,5
1/28/2016 6:53:16 PM,15,15,9
1/28/2016 6:53:17 PM,16,15,11
